state,total_vaccinations,total_distributed,people_vaccinated
Washington,403135.0,829950.0,330357.0
Illinois,607502.0,1209300.0,479848.0
California,1803679.0,4714625.0,1477195.0
Arizona,329349.0,822050.0,280227.0
Massachusetts,370627.0,854950.0,318630.0
Wisconsin,260821.0,597225.0,221067.0
Texas,1644781.0,2884425.0,1412767.0
Nebraska,118450.0,238100.0,99571.0
Utah,202729.0,341725.0,175364.0
Oregon,253705.0,487700.0,218413.0
Florida,1314377.0,2616250.0,1186719.0
New York,1203994.0,2367075.0,1048453.0
Rhode Island,61974.0,136225.0,49932.0
Georgia,603486.0,1235375.0,533665.0
New Hampshire,85595.0,162950.0,72979.0
North Carolina,524914.0,1192375.0,450144.0
New Jersey,464363.0,951875.0,406494.0
Colorado,377283.0,671200.0,313217.0
Maryland,287512.0,722625.0,256221.0
Nevada,126458.0,281100.0,105222.0
Tennessee,401595.0,798450.0,324543.0
Hawaii,84793.0,191375.0,67991.0
Indiana,414127.0,839925.0,340055.0
Kentucky,254144.0,466700.0,229873.0
Minnesota,278234.0,677100.0,223957.0
Oklahoma,287502.0,496350.0,247954.0
Pennsylvania,652886.0,1465850.0,539431.0
South Carolina,229002.0,453150.0,189170.0
District of Columbia,56864.0,90225.0,44773.0
Kansas,137094.0,336475.0,116569.0
Missouri,285697.0,657700.0,217597.0
Vermont,46447.0,84825.0,38432.0
Virginia,401448.0,1067775.0,353808.0
Connecticut,287440.0,477250.0,248753.0
Iowa,170607.0,338950.0,145642.0
Louisiana,297655.0,506200.0,256670.0
Ohio,545499.0,1222225.0,500557.0
Michigan,595454.0,1094275.0,497958.0
South Dakota,70643.0,100275.0,56762.0
Arkansas,201676.0,362050.0,167788.0
Delaware,54257.0,116325.0,45292.0
Mississippi,150524.0,346400.0,136902.0
New Mexico,162045.0,248300.0,130211.0
North Dakota,64105.0,86750.0,51018.0
Wyoming,34547.0,69650.0,29993.0
Alaska,81096.0,155500.0,67262.0
Maine,86395.0,176400.0,70193.0
Alabama,199314.0,519525.0,174317.0
Idaho,77988.0,181100.0,64295.0
Montana,66348.0,119500.0,54453.0
West Virginia,180762.0,231800.0,145361.0
