state,total_vaccinations,total_distributed,people_vaccinated
Washington,905118.0,1208600.0,709023.0
Illinois,1401585.0,2089050.0,1086599.0
California,4485166.0,6963500.0,3653538.0
Arizona,809230.0,1186000.0,656909.0
Massachusetts,780268.0,1247600.0,609483.0
Wisconsin,742527.0,926300.0,581413.0
Texas,3246638.0,4402275.0,2464468.0
Nebraska,230874.0,346375.0,163479.0
Utah,400285.0,493525.0,284458.0
Oregon,532746.0,734950.0,400019.0
Florida,2607527.0,3791925.0,1965590.0
New York,2336867.0,3378300.0,1722302.0
Rhode Island,117067.0,192300.0,83326.0
Georgia,1146024.0,1688075.0,912189.0
New Hampshire,165887.0,257700.0,119552.0
North Carolina,1242541.0,1718275.0,979112.0
New Jersey,1074805.0,1480825.0,812914.0
Colorado,729895.0,991075.0,528379.0
Maryland,665025.0,1029725.0,518048.0
Nevada,334073.0,427800.0,269657.0
Tennessee,791023.0,1156975.0,543793.0
Hawaii,187048.0,263000.0,137230.0
Indiana,749771.0,1118350.0,593266.0
Kentucky,548342.0,747000.0,422976.0
Minnesota,729088.0,950250.0,528537.0
Oklahoma,573746.0,734625.0,424612.0
Pennsylvania,1407839.0,2292500.0,1082700.0
South Carolina,568917.0,684700.0,450531.0
District of Columbia,105819.0,166950.0,73505.0
Kansas,296284.0,492250.0,228774.0
Missouri,625152.0,961525.0,477412.0
Vermont,87180.0,116075.0,60863.0
Virginia,1103370.0,1387775.0,875842.0
Connecticut,533941.0,740300.0,402227.0
Iowa,328412.0,510550.0,237554.0
Louisiana,599941.0,769750.0,431119.0
Ohio,1293965.0,1901750.0,1006750.0
Michigan,1251940.0,1639575.0,924494.0
South Dakota,131439.0,161150.0,91598.0
Arkansas,393445.0,540050.0,300139.0
Delaware,123428.0,161525.0,98450.0
Mississippi,321032.0,515450.0,264586.0
New Mexico,331793.0,364875.0,245330.0
North Dakota,126822.0,131625.0,85482.0
Wyoming,71858.0,101650.0,56076.0
Alaska,146082.0,248500.0,106311.0
Maine,178449.0,254550.0,132273.0
Alabama,462332.0,804100.0,375567.0
Idaho,185681.0,266475.0,140916.0
Montana,137765.0,163675.0,101262.0
West Virginia,322046.0,357000.0,217613.0
