state,total_vaccinations,total_distributed,people_vaccinated
Washington,2763105.0,3474360.0,1776669.0
Illinois,4584510.0,5739945.0,2983268.0
California,13563094.0,18024930.0,9097819.0
Arizona,2755436.0,3325025.0,1716937.0
Massachusetts,2773542.0,3270160.0,1845302.0
Wisconsin,2210128.0,2548695.0,1405196.0
Texas,9055037.0,12256425.0,5912169.0
Nebraska,731885.0,895430.0,467152.0
Utah,1069752.0,1298820.0,649591.0
Oregon,1433105.0,1873825.0,918539.0
Florida,7522691.0,10234515.0,4652763.0
New York,6853499.0,9246035.0,4598782.0
Rhode Island,411715.0,504675.0,290175.0
Georgia,2906563.0,4403365.0,1774120.0
New Hampshire,489626.0,622005.0,352868.0
North Carolina,3724856.0,4708400.0,2406584.0
New Jersey,3346883.0,4058035.0,2312582.0
Colorado,2029213.0,2644500.0,1285898.0
Maryland,2130973.0,2791910.0,1428416.0
Nevada,1062287.0,1324080.0,672177.0
Tennessee,2054500.0,2981120.0,1334622.0
Hawaii,572716.0,755470.0,359319.0
Indiana,2252443.0,2861620.0,1374484.0
Kentucky,1619517.0,2000045.0,1099332.0
Minnesota,2119439.0,2527550.0,1399649.0
Oklahoma,1551665.0,2201825.0,1000385.0
Pennsylvania,4591687.0,5956125.0,3087042.0
South Carolina,1686210.0,2177975.0,1092529.0
District of Columbia,285546.0,428215.0,136208.0
Kansas,959395.0,1389085.0,659314.0
Missouri,1989274.0,2666685.0,1268923.0
Vermont,252439.0,329210.0,162595.0
Virginia,3091883.0,3685785.0,2015460.0
Connecticut,1514945.0,1820525.0,993878.0
Iowa,1182560.0,1429895.0,772635.0
Louisiana,1519659.0,2096030.0,963543.0
Ohio,4018634.0,5353955.0,2574120.0
Michigan,3396328.0,4386080.0,2216026.0
South Dakota,392994.0,503745.0,251987.0
Arkansas,929862.0,1359410.0,615670.0
Delaware,354571.0,474605.0,225478.0
Mississippi,940902.0,1367555.0,617430.0
New Mexico,1004050.0,1136375.0,642435.0
North Dakota,330516.0,385630.0,203723.0
Wyoming,214050.0,300485.0,130178.0
Alaska,351093.0,509025.0,213432.0
Maine,528977.0,666270.0,355660.0
Alabama,1390066.0,2118650.0,912663.0
Idaho,586497.0,735815.0,359793.0
Montana,414258.0,531005.0,263148.0
West Virginia,709770.0,879775.0,435450.0
