state,total_vaccinations,total_distributed,people_vaccinated
Washington,765954.0,1163675.0,616340.0
Illinois,1108571.0,1986725.0,859076.0
California,3671316.0,6343925.0,3044980.0
Arizona,656040.0,1181000.0,553373.0
Massachusetts,625477.0,1156375.0,497445.0
Wisconsin,548172.0,922900.0,457768.0
Texas,2652896.0,4214900.0,2086493.0
Nebraska,188285.0,332525.0,138354.0
Utah,324636.0,471575.0,245534.0
Oregon,454269.0,706575.0,361249.0
Florida,2133168.0,3658975.0,1752699.0
New York,2003170.0,3241250.0,1562945.0
Rhode Island,101474.0,176650.0,74473.0
Georgia,975038.0,1638700.0,813214.0
New Hampshire,138271.0,235250.0,104042.0
North Carolina,1026683.0,1643800.0,855450.0
New Jersey,851721.0,1252250.0,703957.0
Colorado,617125.0,940800.0,472820.0
Maryland,546409.0,958575.0,454437.0
Nevada,279471.0,417875.0,236799.0
Tennessee,657819.0,1043575.0,463300.0
Hawaii,143686.0,253150.0,115440.0
Indiana,637745.0,1106550.0,517147.0
Kentucky,435400.0,719200.0,360015.0
Minnesota,552701.0,919975.0,431172.0
Oklahoma,462440.0,675850.0,372020.0
Pennsylvania,1158091.0,2143150.0,917497.0
South Carolina,479202.0,682700.0,391585.0
District of Columbia,85065.0,159925.0,65207.0
Kansas,241156.0,470800.0,192026.0
Missouri,482112.0,904250.0,371382.0
Vermont,74718.0,113625.0,55357.0
Virginia,922940.0,1370975.0,757544.0
Connecticut,465008.0,608600.0,365975.0
Iowa,266777.0,446825.0,199242.0
Louisiana,488960.0,746550.0,384041.0
Ohio,1085391.0,1812025.0,883630.0
Michigan,1042268.0,1629000.0,814362.0
South Dakota,110967.0,147600.0,79025.0
Arkansas,322447.0,499325.0,256307.0
Delaware,107544.0,154700.0,88325.0
Mississippi,250905.0,484850.0,222860.0
New Mexico,284830.0,356150.0,219033.0
North Dakota,103572.0,122150.0,72589.0
Wyoming,60775.0,97750.0,49361.0
Alaska,125765.0,229975.0,98076.0
Maine,145786.0,226275.0,109917.0
Alabama,388339.0,765150.0,324998.0
Idaho,132384.0,245925.0,107234.0
Montana,110374.0,157275.0,83875.0
West Virginia,268065.0,328600.0,195200.0
