state,total_vaccinations,total_distributed,people_vaccinated
Washington,507610.0,960800.0,420728.0
Illinois,737989.0,1548950.0,590212.0
California,2446577.0,5340275.0,2053652.0
Arizona,430892.0,837200.0,366018.0
Massachusetts,442703.0,875825.0,376313.0
Wisconsin,318096.0,685100.0,268091.0
Texas,1917896.0,3342350.0,1614648.0
Nebraska,135131.0,238100.0,111248.0
Utah,230418.0,374850.0,196507.0
Oregon,308066.0,589200.0,263167.0
Florida,1575490.0,3095350.0,1412466.0
New York,1453972.0,2401900.0,1245215.0
Rhode Island,72264.0,151675.0,58097.0
Georgia,668589.0,1309850.0,591385.0
New Hampshire,97002.0,180525.0,81417.0
North Carolina,699722.0,1250900.0,611853.0
New Jersey,575733.0,1091400.0,501812.0
Colorado,457746.0,726450.0,372266.0
Maryland,365519.0,786300.0,322860.0
Nevada,164362.0,338025.0,140934.0
Tennessee,467933.0,838925.0,365235.0
Hawaii,93760.0,210425.0,75820.0
Indiana,498824.0,900175.0,413982.0
Kentucky,312192.0,557975.0,279715.0
Minnesota,360442.0,689450.0,287195.0
Oklahoma,328874.0,530675.0,284799.0
Pennsylvania,800354.0,1636675.0,657711.0
South Carolina,317211.0,519600.0,267262.0
District of Columbia,64748.0,97600.0,51399.0
Kansas,158743.0,348175.0,132153.0
Missouri,340273.0,665300.0,262230.0
Vermont,54416.0,92925.0,43994.0
Virginia,594828.0,1172375.0,497055.0
Connecticut,342643.0,515675.0,291257.0
Iowa,197982.0,361575.0,162795.0
Louisiana,345675.0,602025.0,301874.0
Ohio,708026.0,1406950.0,627390.0
Michigan,742270.0,1289025.0,611090.0
South Dakota,82823.0,117725.0,64012.0
Arkansas,236290.0,394775.0,196815.0
Delaware,68507.0,129250.0,56646.0
Mississippi,182013.0,372050.0,165668.0
New Mexico,210136.0,270725.0,171579.0
North Dakota,75457.0,86750.0,58131.0
Wyoming,41339.0,71725.0,36398.0
Alaska,98149.0,162925.0,81200.0
Maine,104924.0,195925.0,83464.0
Alabama,254959.0,569000.0,223854.0
Idaho,93766.0,184025.0,78484.0
Montana,77748.0,119500.0,63481.0
West Virginia,210492.0,278400.0,167660.0
