state,total_vaccinations,total_distributed,people_vaccinated
Washington,867773.0,1208600.0,684484.0
Illinois,1329963.0,2089050.0,1028487.0
California,4137600.0,6963500.0,3389906.0
Arizona,766788.0,1186000.0,629750.0
Massachusetts,727120.0,1247600.0,571853.0
Wisconsin,638241.0,926300.0,521331.0
Texas,3107936.0,4402275.0,2371311.0
Nebraska,218405.0,346375.0,157139.0
Utah,400285.0,493525.0,284458.0
Oregon,509875.0,734950.0,389513.0
Florida,2385839.0,3791925.0,1865090.0
New York,2225316.0,3378300.0,1661253.0
Rhode Island,111830.0,192300.0,81085.0
Georgia,1098863.0,1688075.0,887597.0
New Hampshire,161178.0,257700.0,116523.0
North Carolina,1171240.0,1718275.0,939554.0
New Jersey,1041289.0,1480825.0,791011.0
Colorado,694860.0,991075.0,512024.0
Maryland,626838.0,1029725.0,496331.0
Nevada,322252.0,427800.0,264060.0
Tennessee,752298.0,1156975.0,521621.0
Hawaii,179059.0,263000.0,132701.0
Indiana,749771.0,1118350.0,593266.0
Kentucky,517168.0,747000.0,406790.0
Minnesota,703366.0,950250.0,509608.0
Oklahoma,541252.0,734625.0,406359.0
Pennsylvania,1338491.0,2292500.0,1036395.0
South Carolina,542879.0,684700.0,435079.0
District of Columbia,102031.0,166950.0,71810.0
Kansas,280252.0,492250.0,218170.0
Missouri,583949.0,961525.0,448830.0
Vermont,82992.0,116075.0,58637.0
Virginia,1052577.0,1387775.0,842587.0
Connecticut,519400.0,740300.0,395554.0
Iowa,308527.0,510550.0,224437.0
Louisiana,570731.0,769750.0,419327.0
Ohio,1242487.0,1901750.0,975620.0
Michigan,1193181.0,1639575.0,896162.0
South Dakota,127592.0,161150.0,88882.0
Arkansas,374674.0,540050.0,290153.0
Delaware,118475.0,161525.0,94962.0
Mississippi,300464.0,515450.0,252569.0
New Mexico,322611.0,364875.0,240516.0
North Dakota,120742.0,131625.0,81935.0
Wyoming,71858.0,101650.0,56076.0
Alaska,139147.0,248500.0,103163.0
Maine,168626.0,254550.0,126127.0
Alabama,455173.0,804100.0,370275.0
Idaho,176220.0,266475.0,133810.0
Montana,130883.0,163675.0,96394.0
West Virginia,314870.0,357000.0,214301.0
