state,total_vaccinations,total_distributed,people_vaccinated
Washington,436997.0,846625.0,359217.0
Illinois,654752.0,1417250.0,518779.0
California,2008220.0,4906525.0,1661683.0
Arizona,360958.0,829500.0,305744.0
Massachusetts,392967.0,859175.0,334514.0
Wisconsin,285630.0,610100.0,241512.0
Texas,1727869.0,3070825.0,1474571.0
Nebraska,124069.0,238100.0,103620.0
Utah,202729.0,341725.0,175364.0
Oregon,270463.0,492450.0,231606.0
Florida,1489003.0,2908275.0,1333116.0
New York,1282515.0,2395950.0,1105935.0
Rhode Island,63249.0,149225.0,50650.0
Georgia,604067.0,1235775.0,534161.0
New Hampshire,89816.0,162950.0,76609.0
North Carolina,577007.0,1246600.0,497387.0
New Jersey,500889.0,989900.0,437711.0
Colorado,377283.0,692700.0,313211.0
Maryland,307411.0,742175.0,272901.0
Nevada,137031.0,286950.0,115160.0
Tennessee,424152.0,838825.0,335823.0
Hawaii,84792.0,191575.0,67990.0
Indiana,446029.0,841725.0,367944.0
Kentucky,270960.0,471000.0,243620.0
Minnesota,305297.0,680700.0,240009.0
Oklahoma,304806.0,496350.0,263315.0
Pennsylvania,695870.0,1564125.0,572228.0
South Carolina,249155.0,453250.0,206663.0
District of Columbia,59793.0,91025.0,47088.0
Kansas,144909.0,348175.0,122813.0
Missouri,291723.0,661400.0,221849.0
Vermont,49426.0,90000.0,40484.0
Virginia,429297.0,1069725.0,376378.0
Connecticut,306796.0,492850.0,264042.0
Iowa,180110.0,361475.0,151145.0
Louisiana,315023.0,543700.0,272630.0
Ohio,594924.0,1233075.0,535544.0
Michigan,652661.0,1095675.0,536228.0
South Dakota,77200.0,106575.0,60982.0
Arkansas,201676.0,368650.0,167788.0
Delaware,60023.0,116325.0,49442.0
Mississippi,150524.0,358100.0,136902.0
New Mexico,184698.0,257075.0,148964.0
North Dakota,68999.0,86750.0,53491.0
Wyoming,37559.0,70750.0,32746.0
Alaska,88344.0,155700.0,73014.0
Maine,93003.0,178450.0,74110.0
Alabama,221540.0,521225.0,193955.0
Idaho,82640.0,181100.0,68292.0
Montana,72544.0,119500.0,59289.0
West Virginia,194844.0,243100.0,156854.0
